Spot,Mag,Potas,Thor,Uran
23,81,231,68,109
44,81,255,83,137
215,81,255,82,130
205,81,255,82,131
204,81,255,81,134
158,81,255,81,137
217,81,255,81,140
91,81,255,81,143
170,81,234,68,108
69,81,231,67,109
102,81,229,67,109
90,81,224,66,106
59,81,255,85,135
183,81,255,82,129
119,81,255,80,130
85,81,255,79,129
153,81,255,79,132
193,81,255,79,135
22,81,255,80,141
76,81,222,66,106
69,81,222,65,106
34,81,220,65,106
86,81,224,65,106
22,81,255,86,134
74,81,255,80,129
130,81,255,77,129
117,81,255,77,129
207,81,255,78,131
130,81,255,78,134
146,81,255,80,139
56,81,220,63,104
59,81,220,63,104
59,81,227,64,106
144,81,234,66,109
69,81,255,83,138
159,81,255,78,128
226,81,255,77,128
74,81,255,77,129
90,81,255,77,131
68,81,255,77,133
134,81,255,79,137
74,81,229,64,105
90,81,238,65,108
35,81,243,67,114
0,81,255,81,137
142,81,255,77,126
79,81,255,75,126
52,81,255,76,127
100,81,255,76,129
81,81,255,77,131
151,81,255,78,133
68,81,241,64,108
100,81,248,67,115
37,81,255,69,119
151,81,255,79,141
117,81,255,79,120
210,81,255,75,125
95,81,255,75,125
115,81,255,75,126
151,81,255,76,127
154,81,255,77,129
112,81,255,78,132
45,81,255,66,115
90,81,255,69,119
227,81,255,73,121
185,81,255,76,127
144,81,255,80,142
74,81,236,75,114
105,81,248,77,119
74,81,255,75,124
51,81,255,76,125
56,81,255,72,114
200,81,255,76,116
227,81,255,81,120
210,81,255,85,124
195,81,255,74,146
187,81,255,77,143
151,81,222,70,111
102,81,241,74,117
10,81,255,75,124
103,81,255,77,126
15,81,255,87,111
124,81,255,92,114
170,81,255,94,115
176,81,255,93,115
141,81,255,69,145
154,81,255,67,149
146,81,255,72,147
171,81,208,66,108
181,81,236,71,117
185,81,255,75,125
108,81,255,78,129
168,81,255,79,130
171,81,255,98,104
156,81,255,100,108
176,81,255,98,109
142,81,255,94,111
86,81,255,89,114
181,81,255,66,146
192,81,255,66,148
42,81,197,63,103
103,81,224,70,115
78,81,248,75,125
81,81,255,78,131
81,81,255,79,131
214,81,255,79,129
156,81,255,104,103
156,81,255,102,105
187,81,255,96,109
188,81,255,89,112
119,81,255,84,116
180,81,255,76,130
195,81,255,74,135
156,81,255,69,138
195,81,255,67,142
71,81,213,66,110
40,81,234,71,119
51,81,245,74,123
192,81,255,76,124
198,81,255,78,122
141,81,255,104,105
147,81,255,97,109
149,81,255,89,113
141,81,255,84,116
125,81,255,82,121
81,81,255,77,127
95,81,255,75,130
69,81,255,71,134
210,81,210,69,105
161,81,220,72,108
125,81,229,74,109
74,81,234,75,108
88,81,255,96,110
120,81,255,89,114
170,81,255,84,117
139,81,255,83,121
183,81,255,81,124
59,81,255,78,122
103,81,255,77,126
81,81,255,73,128
93,81,199,69,92
95,81,204,71,93
119,81,206,73,92
156,81,255,84,118
161,81,255,83,121
110,81,255,84,123
161,81,255,83,129
45,81,255,80,116
54,81,255,78,121
98,81,255,76,123
103,81,180,67,77
115,81,180,69,76
178,81,255,84,122
107,81,255,84,123
17,81,255,85,127
61,81,255,84,128
45,81,255,81,112
47,81,255,79,117
57,81,255,78,118
85,81,255,67,129
107,81,217,64,91
79,81,157,65,62
88,81,255,84,122
44,81,255,86,121
18,81,255,88,124
76,81,255,88,125
40,81,255,84,122
59,81,255,82,109
64,81,255,80,114
39,81,255,80,114
35,81,255,83,110
34,81,255,70,125
66,81,255,74,126
117,81,255,74,127
23,81,255,74,125
44,81,255,73,122
183,81,255,64,89
98,81,255,64,88
28,81,255,65,89
81,81,136,62,48
37,81,255,87,120
39,81,255,90,121
66,81,255,91,121
40,81,255,87,120
39,81,255,81,119
49,81,255,83,107
56,81,255,80,112
78,81,255,80,111
40,81,255,85,106
30,81,255,89,100
22,81,255,93,96
52,81,255,91,99
130,81,255,76,118
141,81,255,70,127
69,81,118,63,41
86,81,255,89,119
25,81,255,92,117
59,81,255,94,118
51,81,255,91,119
95,81,255,83,118
205,81,255,75,117
35,81,113,61,35
76,81,255,94,116
54,81,255,94,117
130,81,255,92,118
79,81,255,85,118
102,81,255,77,118
54,81,255,70,117
54,81,111,61,34
212,81,255,94,116
163,81,255,94,116
171,81,255,91,118
170,81,255,85,118
212,81,255,79,118
144,81,255,74,118
64,81,108,61,35
151,81,255,93,115
185,81,255,94,116
90,81,255,89,119
161,81,255,85,120
93,81,255,80,119
171,81,255,76,118
69,81,97,59,32
193,81,255,88,118
79,81,255,86,121
151,81,255,83,124
159,81,255,81,122
107,81,255,78,120
64,81,83,59,38
85,81,255,86,119
185,81,255,84,122
137,81,255,83,124
144,81,255,82,123
161,81,255,80,121
23,81,78,55,39
66,81,255,84,121
66,81,255,85,123
56,81,255,84,125
117,81,255,83,124
95,81,255,85,117
88,81,255,84,120
79,81,255,85,123
125,81,255,85,124
137,81,255,84,125
54,81,81,49,49
37,81,255,90,113
62,81,255,85,116
61,81,255,84,120
62,81,255,85,122
69,81,255,85,124
45,81,255,85,124
35,81,92,53,54
113,81,255,97,112
64,81,255,91,113
113,81,255,87,116
40,81,255,85,119
56,81,255,86,120
40,81,255,85,123
25,81,95,51,53
100,81,115,57,59
69,81,255,104,116
30,81,255,98,114
54,81,255,92,114
59,81,255,88,115
40,81,255,86,119
83,81,255,86,120
154,81,120,54,58
40,81,255,112,120
56,81,255,105,120
45,81,255,98,118
52,81,255,93,115
61,81,255,89,116
35,81,255,87,118
64,81,255,87,119
95,81,122,51,58
136,81,255,115,123
130,81,255,106,123
105,81,255,99,120
61,81,255,93,117
105,81,255,89,116
69,81,255,88,118
18,82,255,66,139
120,82,255,68,136
96,82,255,70,131
129,82,255,75,127
141,82,255,78,124
149,82,255,79,119
69,82,255,79,113
197,82,169,69,96
110,82,255,79,111
68,82,255,77,106
255,82,176,73,98
93,82,255,79,113
79,82,255,77,108
251,82,185,78,102
88,82,255,79,115
93,82,255,78,110
81,82,255,76,108
44,82,194,81,105
61,82,255,79,113
35,82,255,77,111
39,82,255,74,110
103,82,210,82,107
181,82,236,90,105
119,82,255,79,116
103,82,255,78,113
54,82,255,75,111
79,82,255,77,114
136,82,255,91,106
153,82,255,82,119
125,82,255,79,115
110,82,255,76,113
51,82,255,77,115
69,82,234,77,116
207,82,255,84,117
45,82,255,78,112
124,82,255,77,114
64,82,248,74,116
34,82,224,72,113
35,82,206,72,107
108,82,255,82,129
161,82,255,85,138
183,82,255,88,142
190,82,255,89,145
61,82,255,71,117
40,82,238,67,113
30,82,217,68,106
52,82,197,71,101
51,82,176,76,99
95,82,169,79,102
49,82,255,82,129
171,82,255,86,136
209,82,255,88,141
180,82,255,89,145
40,82,234,64,106
115,82,206,69,102
64,82,183,75,99
86,82,173,80,101
161,82,180,79,107
161,82,201,76,114
88,82,224,73,120
71,82,241,71,122
66,82,129,50,45
74,82,111,50,42
236,82,255,86,128
96,82,255,86,135
200,82,255,88,139
52,82,178,79,101
64,82,187,79,107
180,82,206,77,114
76,82,227,74,119
119,82,245,72,122
190,82,250,72,117
178,82,255,70,102
45,82,255,85,124
161,82,255,85,129
117,82,255,86,133
146,82,255,87,136
120,82,243,71,120
100,82,245,71,117
100,82,238,70,112
86,82,231,69,107
197,82,255,78,129
141,82,255,87,126
129,82,255,87,130
51,82,255,86,132
158,82,255,86,134
64,82,241,70,114
105,82,236,69,111
110,82,227,68,107
79,82,224,68,104
102,82,255,88,131
180,82,255,86,131
188,82,255,85,133
56,82,224,67,107
166,82,224,67,104
25,82,224,67,104
15,82,255,79,143
149,82,255,89,130
197,82,255,87,130
110,82,255,85,132
136,82,224,66,105
107,82,227,67,106
144,82,236,68,110
10,82,255,81,140
95,82,255,89,129
115,82,255,86,128
171,82,255,84,130
49,82,231,66,107
8,82,236,67,111
0,82,250,69,117
83,82,255,83,140
115,82,255,88,126
107,82,255,87,126
119,82,255,83,128
171,82,238,67,113
149,82,248,69,118
136,82,255,73,125
119,82,255,80,143
62,82,255,87,124
61,82,255,87,124
93,82,255,82,125
100,82,252,69,118
156,82,255,72,124
134,82,255,76,131
127,82,255,81,143
146,82,255,80,142
98,82,255,85,120
78,82,255,85,121
108,82,255,81,123
197,82,255,72,124
159,82,255,75,130
120,82,255,78,136
95,82,255,78,136
166,82,255,80,142
129,82,234,75,114
107,82,241,79,115
125,82,248,81,117
159,82,255,80,131
192,82,255,82,131
234,82,255,82,127
168,82,255,79,143
47,82,208,69,106
59,82,222,72,109
171,82,255,87,125
175,82,255,87,121
205,82,255,87,120
136,82,255,87,119
171,82,255,72,144
163,82,255,72,145
125,82,180,62,96
153,82,199,66,102
147,82,255,91,115
130,82,255,88,116
192,82,255,85,117
153,82,255,83,120
171,82,255,76,138
175,82,255,71,141
5,82,159,56,87
42,82,183,60,97
40,82,255,84,116
71,82,255,81,121
156,82,255,78,126
146,82,255,81,127
164,82,255,78,133
175,82,255,74,138
190,82,255,70,142
100,82,141,52,78
32,82,166,57,91
141,82,255,81,122
207,82,255,79,128
166,82,255,76,135
76,82,255,80,125
144,82,185,60,98
175,82,255,80,126
161,82,255,77,134
115,82,255,74,138
127,82,255,73,132
107,82,255,79,116
71,82,255,78,122
88,82,171,57,89
90,82,194,63,98
151,82,255,80,133
161,82,255,78,136
141,82,255,75,131
91,82,255,73,126
115,82,255,75,117
52,82,255,75,108
83,82,255,75,105
61,82,255,73,105
28,82,255,81,108
59,82,255,82,110
45,82,255,79,117
8,82,178,60,86
98,82,192,66,91
181,82,255,80,132
139,82,255,78,129
154,82,255,74,126
91,82,255,74,118
42,82,255,74,109
51,82,255,72,106
61,82,255,72,106
59,82,255,74,111
88,82,255,76,109
98,82,255,78,106
78,82,255,80,106
40,82,255,81,107
64,82,255,81,111
42,82,159,57,73
146,82,173,61,76
28,82,178,64,77
30,82,255,80,125
117,82,255,74,124
79,82,255,73,118
32,82,255,72,111
34,82,255,69,108
56,82,255,69,109
64,82,255,72,112
35,82,255,74,109
61,82,255,77,106
61,82,255,80,104
112,82,255,80,105
85,82,255,84,107
156,82,155,55,62
35,82,162,56,64
119,82,159,62,62
69,82,255,79,121
30,82,255,73,118
18,82,255,69,114
28,82,255,67,111
40,82,255,68,110
56,82,255,70,112
59,82,255,72,111
69,82,255,75,106
59,82,255,79,102
56,82,255,84,101
57,82,255,88,102
154,82,255,67,126
74,82,255,65,90
66,82,227,66,92
124,82,139,50,50
86,82,143,52,50
71,82,139,58,48
76,82,255,74,117
134,82,255,68,115
61,82,255,67,112
93,82,255,68,111
59,82,255,67,114
25,82,255,71,111
25,82,255,75,106
61,82,255,79,102
45,82,255,85,99
56,82,255,89,99
136,82,255,71,118
85,82,255,75,118
51,82,255,76,121
57,82,255,74,122
112,82,255,72,121
205,82,255,71,117
40,82,255,69,114
61,82,255,67,113
39,82,255,66,110
42,82,255,66,105
6,82,255,67,99
108,82,255,65,94
79,82,255,64,87
159,82,255,65,88
100,82,129,48,42
115,82,125,55,40
115,82,122,59,39
115,82,255,69,116
40,82,255,68,112
83,82,255,68,112
59,82,255,68,113
22,82,255,71,111
61,82,255,75,107
69,82,255,80,101
56,82,255,85,98
79,82,255,89,98
39,82,255,83,104
93,82,255,80,110
44,82,255,79,109
49,82,255,84,103
66,82,255,88,99
62,82,255,90,94
144,82,255,89,97
100,82,255,74,119
71,82,255,67,129
69,82,113,57,36
23,82,255,68,114
88,82,255,69,114
74,82,255,68,113
64,82,255,72,111
35,82,255,76,108
35,82,255,81,102
18,82,255,86,98
20,82,255,89,98
35,82,255,85,103
45,82,255,82,107
66,82,255,79,108
69,82,255,82,103
119,82,255,84,101
35,82,255,86,95
74,82,108,54,33
61,82,108,59,32
45,82,255,70,116
51,82,255,70,114
40,82,255,70,113
59,82,255,73,111
91,82,255,77,108
56,82,255,82,103
66,82,255,87,101
61,82,255,84,106
52,82,255,79,107
69,82,255,77,104
108,82,104,57,31
74,82,106,60,31
156,82,255,73,117
100,82,255,71,115
74,82,255,70,114
98,82,255,73,111
74,82,255,77,109
39,82,255,82,105
79,82,99,59,29
45,82,255,76,117
61,82,255,73,116
25,82,255,71,113
71,82,255,73,111
56,82,255,77,110
61,82,255,82,108
51,82,90,56,32
102,82,255,78,118
61,82,255,74,116
85,82,255,71,114
30,82,255,73,112
40,82,255,76,110
27,82,85,54,34
190,82,255,83,123
96,82,255,77,118
42,82,255,74,117
52,82,255,70,115
44,82,255,71,114
45,82,78,52,41
79,82,255,83,123
69,82,255,78,119
61,82,255,73,117
51,82,255,71,115
49,82,74,48,42
69,82,255,84,122
39,82,255,78,118
51,82,255,73,116
78,82,74,46,44
64,82,81,47,49
49,82,255,85,123
71,82,255,84,121
34,82,255,79,117
40,82,255,74,115
35,82,78,46,50
69,82,255,85,122
51,82,255,85,121
51,82,255,84,120
71,82,255,80,115
83,82,255,74,114
17,82,99,50,53
59,82,255,85,121
49,82,255,85,119
47,82,255,84,118
51,82,255,80,115
45,82,69,51,30
64,82,69,49,30
28,82,104,48,54
45,82,255,88,119
20,82,255,86,119
47,82,255,85,118
25,82,255,84,116
185,83,180,70,96
161,83,224,75,115
64,83,255,78,109
95,83,255,77,105
69,83,255,76,105
13,83,255,77,110
255,83,157,66,102
86,83,255,75,106
45,83,255,76,111
0,83,164,70,105
66,83,255,73,111
66,83,255,79,115
0,83,176,72,108
59,83,255,78,114
59,83,222,83,115
10,83,192,74,111
81,83,229,80,116
73,83,201,82,111
56,83,185,80,106
42,83,236,81,108
44,83,215,77,112
56,83,194,76,107
64,83,178,77,101
52,83,164,76,100
54,83,162,74,103
66,83,255,80,111
40,83,255,83,110
40,83,187,74,102
59,83,169,77,99
59,83,164,77,103
18,83,173,78,108
141,83,190,76,113
197,83,208,74,118
107,83,220,72,121
18,83,224,72,119
66,83,255,79,110
5,83,255,81,112
190,83,255,83,119
115,83,178,78,108
96,83,197,76,114
81,83,217,72,120
61,83,234,71,122
103,83,236,72,118
35,83,231,71,114
37,83,255,79,110
5,83,255,82,114
91,83,255,83,120
85,83,243,72,118
188,83,238,70,113
69,83,231,70,109
42,83,173,59,63
85,83,150,51,48
66,83,255,81,114
71,83,255,83,116
49,83,255,83,122
156,83,241,70,113
243,83,231,69,108
71,83,227,69,105
166,83,255,82,117
246,83,255,84,118
85,83,227,68,104
66,83,224,68,104
159,83,255,76,132
142,83,255,83,119
209,83,255,85,121
28,83,224,68,104
20,83,234,69,106
25,83,255,75,148
144,83,255,78,144
98,83,255,82,122
102,83,255,85,123
161,83,255,87,128
175,83,236,69,108
132,83,250,71,114
57,83,255,75,149
96,83,255,78,123
81,83,255,83,126
98,83,255,88,128
64,83,250,71,116
56,83,255,73,124
59,83,255,78,147
90,83,255,74,124
202,83,255,80,127
151,83,255,86,129
17,83,255,73,124
71,83,255,76,132
147,83,255,79,137
141,83,255,80,148
149,83,255,81,144
115,83,255,68,127
81,83,255,77,128
74,83,255,84,128
248,83,255,76,132
146,83,255,79,138
146,83,255,78,137
32,83,255,82,145
105,83,255,67,124
100,83,255,75,126
105,83,255,82,126
107,83,255,78,138
149,83,255,78,137
156,83,255,77,131
108,83,255,80,146
74,83,250,72,122
93,83,255,79,122
74,83,255,77,131
180,83,255,81,127
158,83,255,79,143
173,83,255,79,144
68,83,227,69,112
197,83,255,84,124
163,83,255,87,121
156,83,255,87,120
192,83,255,76,141
176,83,255,75,144
25,83,187,61,93
59,83,197,64,101
124,83,255,86,118
129,83,255,86,119
136,83,255,84,122
163,83,255,82,124
81,83,255,81,126
136,83,255,82,134
159,83,255,79,138
176,83,255,74,140
71,83,159,60,77
253,83,166,60,87
151,83,255,80,124
181,83,255,78,128
144,83,255,77,131
64,83,255,76,131
39,83,255,74,130
40,83,255,80,123
139,83,255,83,125
164,83,255,83,129
141,83,255,80,135
130,83,134,59,63
42,83,143,57,75
120,83,255,76,132
132,83,255,74,135
136,83,255,74,133
66,83,255,75,129
39,83,255,77,121
76,83,255,78,112
88,83,255,77,109
66,83,255,78,107
27,83,255,81,115
45,83,255,82,116
42,83,255,82,119
45,83,255,83,123
69,83,125,54,66
73,83,255,75,137
151,83,255,74,133
120,83,255,74,129
44,83,255,77,118
57,83,255,78,110
51,83,255,76,106
100,83,255,76,106
110,83,255,79,112
85,83,255,80,112
52,83,255,83,111
112,83,255,82,114
79,83,255,80,119
54,83,132,49,71
108,83,155,53,83
113,83,255,74,127
125,83,255,76,118
64,83,255,77,108
44,83,255,76,104
47,83,255,75,105
66,83,255,77,112
95,83,255,79,111
74,83,255,82,108
51,83,255,81,111
85,83,146,50,75
44,83,255,76,112
59,83,255,78,110
96,83,255,80,107
28,83,159,54,78
161,83,146,52,62
93,83,132,49,50
115,83,255,65,88
42,83,255,66,90
113,83,120,45,42
91,83,127,46,42
180,83,255,74,114
141,83,255,78,111
32,83,255,77,115
69,83,255,74,117
57,83,255,70,118
173,83,255,69,114
85,83,255,67,112
159,83,255,65,109
13,83,248,65,107
54,83,255,65,104
47,83,255,65,98
76,83,255,65,93
27,83,255,64,89
23,83,255,65,91
108,83,115,44,39
56,83,118,47,37
83,83,115,52,36
40,83,255,84,97
30,83,255,75,116
64,83,255,70,124
108,83,108,44,36
108,83,108,49,35
90,83,255,90,100
130,83,255,88,103
20,83,255,78,101
91,83,255,81,97
35,83,255,80,98
178,83,102,47,34
85,83,102,52,32
64,83,255,87,103
69,83,255,91,103
54,83,255,93,103
51,83,255,87,105
32,83,255,78,107
100,83,255,72,106
17,83,255,72,103
28,83,95,45,33
69,83,97,51,32
105,83,102,55,30
91,83,255,88,107
176,83,255,92,106
108,83,255,94,106
119,83,255,92,102
81,83,255,76,107
68,83,255,66,108
22,83,95,49,32
103,83,95,52,31
88,83,95,55,30
25,83,255,82,110
51,83,255,87,110
51,83,255,94,108
90,83,255,99,105
78,83,255,97,101
62,83,255,75,108
27,83,255,63,110
73,83,92,52,31
49,83,255,75,112
95,83,255,81,112
110,83,255,86,111
119,83,255,92,108
79,83,88,50,33
40,83,83,51,37
42,83,255,71,115
112,83,255,74,115
71,83,255,78,114
18,83,255,83,111
30,83,78,48,38
66,83,255,71,115
39,83,255,71,115
71,83,255,71,117
71,83,255,75,115
35,83,76,45,40
76,83,255,69,115
56,83,255,70,117
98,83,255,69,119
44,83,74,44,44
61,83,255,69,117
45,83,255,66,120
105,83,69,49,30
85,83,69,49,30
62,83,71,49,31
37,83,74,42,45
40,83,83,45,49
25,83,255,74,113
56,83,255,68,116
40,83,64,51,30
120,83,71,49,31
86,83,74,47,32
69,83,74,45,34
35,83,69,42,37
54,83,88,43,50
45,83,255,79,113
35,83,255,73,113
45,83,255,67,116
49,84,187,70,102
110,84,255,68,141
56,84,255,76,104
37,84,252,79,110
10,84,227,81,113
129,84,146,63,98
115,84,236,81,114
113,84,210,84,114
69,84,139,60,105
91,84,248,80,114
54,84,213,84,114
0,84,146,63,109
107,84,217,84,115
96,84,190,88,109
78,84,173,85,105
51,84,106,64,119
120,84,108,64,118
23,84,157,66,113
115,84,197,85,111
39,84,178,84,105
56,84,169,80,104
76,84,159,75,103
200,84,108,65,123
85,84,111,68,120
217,84,169,69,115
71,84,171,78,103
95,84,162,76,102
61,84,159,73,105
93,84,162,75,108
112,84,171,76,111
49,84,180,77,113
27,84,192,76,117
115,84,187,68,119
37,84,213,75,112
178,84,166,77,108
88,84,180,77,111
56,84,194,77,115
66,84,206,74,119
122,84,210,72,119
141,84,215,72,116
113,84,206,69,120
28,84,241,75,113
95,84,224,71,115
110,84,222,70,111
120,84,229,70,107
59,84,222,75,118
40,84,255,77,112
28,84,227,70,110
102,84,229,70,107
68,84,236,70,105
93,84,62,49,29
45,84,60,50,30
98,84,64,48,31
47,84,234,77,118
35,84,255,78,113
76,84,227,69,105
79,84,229,69,104
115,84,241,70,106
22,84,187,63,71
83,84,76,49,43
147,84,241,79,118
112,84,255,80,114
93,84,224,68,103
105,84,236,69,105
51,84,255,73,112
168,84,255,69,103
105,84,243,81,117
153,84,255,81,116
45,84,234,69,105
61,84,255,72,113
100,84,255,74,120
0,84,255,74,132
81,84,241,81,115
91,84,255,82,118
45,84,252,72,113
78,84,255,74,122
56,84,255,77,129
100,84,255,74,150
85,84,238,79,115
110,84,255,82,118
95,84,255,74,123
64,84,255,77,130
241,84,255,79,136
156,84,255,69,156
34,84,213,78,101
35,84,236,76,112
159,84,255,75,120
74,84,255,77,131
217,84,255,79,138
171,84,255,80,136
154,84,255,76,151
119,84,217,73,97
47,84,236,71,109
22,84,255,72,119
127,84,255,78,137
183,84,255,81,129
181,84,255,80,150
175,84,236,67,107
139,84,250,68,117
192,84,255,77,132
161,84,255,81,127
136,84,255,83,146
146,84,255,81,148
81,84,229,63,101
134,84,241,65,114
56,84,255,81,127
59,84,255,84,124
76,84,255,84,140
103,84,255,80,146
13,84,215,62,94
85,84,227,63,108
112,84,241,64,119
219,84,255,87,121
221,84,255,87,120
229,84,255,87,119
170,84,255,86,118
185,84,255,88,135
130,84,255,84,137
125,84,255,80,140
141,84,206,62,97
105,84,220,60,110
151,84,255,87,119
151,84,255,86,118
166,84,255,86,118
166,84,255,83,122
103,84,255,79,126
136,84,255,86,133
181,84,255,86,134
190,84,255,83,136
168,84,255,79,138
35,84,183,61,83
30,84,255,78,128
59,84,255,75,130
74,84,255,78,127
59,84,255,82,121
59,84,255,88,116
61,84,255,88,116
130,84,255,78,126
71,84,255,75,127
69,84,255,77,129
136,84,255,81,130
161,84,255,85,130
56,84,155,60,66
61,84,255,77,123
59,84,255,80,116
56,84,255,82,111
11,84,255,80,114
98,84,255,81,118
105,84,255,82,118
105,84,255,79,121
54,84,134,61,53
71,84,255,81,114
79,84,118,61,44
51,84,118,58,53
52,84,118,52,59
42,84,127,46,64
90,84,139,47,67
76,84,148,50,69
69,84,134,48,60
61,84,236,65,93
28,84,255,66,92
23,84,255,66,94
64,84,113,43,38
129,84,255,76,109
107,84,255,80,107
30,84,255,66,110
117,84,255,64,108
159,84,250,64,105
108,84,255,63,103
108,84,255,63,96
170,84,255,63,92
44,84,104,41,36
85,84,106,41,37
35,84,255,76,111
34,84,255,73,117
20,84,97,40,35
51,84,99,42,36
34,84,255,75,99
176,84,255,77,99
42,84,90,40,35
34,84,92,40,35
61,84,255,67,105
79,84,255,71,102
34,84,88,41,37
25,84,88,45,35
30,84,255,63,106
39,84,88,41,37
40,84,88,44,35
85,84,92,47,33
113,84,95,50,31
95,84,255,98,104
100,84,255,97,101
91,84,255,74,108
159,84,255,63,110
56,84,85,42,35
25,84,88,44,35
74,84,92,45,35
98,84,95,45,36
35,84,255,90,109
69,84,255,94,105
54,84,76,46,33
37,84,78,44,34
30,84,83,44,34
27,84,85,45,34
85,84,90,45,34
88,84,92,45,35
30,84,88,45,36
51,84,255,81,112
47,84,255,86,109
44,84,71,50,30
35,84,74,48,31
40,84,76,46,32
15,84,78,46,33
32,84,83,45,34
79,84,88,44,34
51,84,83,44,35
30,84,78,44,36
78,84,255,72,118
79,84,255,77,113
51,84,64,54,28
51,84,69,51,29
110,84,71,49,31
69,84,71,48,31
30,84,76,47,32
93,84,81,45,33
79,84,81,45,34
30,84,78,44,35
44,84,71,44,38
49,84,69,43,40
66,84,255,65,121
56,84,255,68,119
115,84,64,52,28
134,84,67,52,29
64,84,78,46,32
51,84,76,45,34
23,84,71,43,36
47,84,67,42,39
35,84,69,40,41
34,84,255,64,121
56,84,255,63,123
74,84,60,54,26
61,84,62,53,28
18,84,64,40,40
40,84,69,39,42
45,84,74,39,47
23,84,255,62,121
74,84,255,60,124
90,85,134,93,108
141,85,146,89,105
149,85,159,86,101
71,85,127,96,114
93,85,141,92,115
159,85,157,88,113
161,85,171,86,111
147,85,183,84,107
100,85,194,85,105
219,85,127,96,113
231,85,141,92,116
215,85,157,87,117
62,85,176,83,116
90,85,194,81,115
151,85,210,82,112
105,85,220,86,109
188,85,136,93,114
255,85,153,89,116
134,85,169,84,118
173,85,190,80,118
239,85,213,78,117
142,85,234,79,115
90,85,243,71,128
59,85,243,75,125
73,85,243,78,121
137,85,241,81,115
108,85,241,79,110
98,85,255,78,103
66,85,252,78,104
105,85,236,79,109
119,85,215,82,112
71,85,199,84,112
74,85,185,83,111
181,85,157,65,94
253,85,255,71,137
25,85,204,84,113
51,85,185,85,111
78,85,187,87,110
66,85,173,83,107
57,85,190,87,109
59,85,173,84,106
64,85,164,79,105
8,85,129,62,111
95,85,164,80,104
79,85,157,74,103
105,85,153,71,107
105,85,150,73,108
